Qty,Num,Rarity,Name,Type,Subtype/Allegiance,Attribute,Effect,Lore,Politics Ability,Intrigue Ability,One Power Ability,Combat Ability,Politics Cost,Intrigue Cost,One Power Cost,Combat Cost
,66,R2,Jheran,Character,Aiel,Clan Chief of the Shaarad Aiel,"You must control Chief's Chair or Ji'e'toh to recruit this character.  Once per turn, as a limited event, discard a card from your hand and target Jheran to have him generate [2x Combat].","Slender as a blade is slender, his light brown hair heavily streaked with gray he was always calm now...",2,,,4,,,,4
,65,R2,Janwin,Character,Aiel,Clan Chief of the Shiande Aiel,You must control Chief's Chair or Ji'e'toh to recruit this character.  Rotate Janwin to move any number of characters you control with the Aiel allegiance from your homefront to the battleground.,Janwin's creased face could have been carved from old wood…,2,1,,4,,,,4
,56,R2,Han,Character,Aiel,Clan Chief of the Tomanelle Aiel,"You must control Chief's Chair or Ji'e'toh to recruit this character.  Whenever a Clan Chief you control rotates to heal, he generates [Combat].","Han … with a face like creased leather, glared murderously.  He was a prickly man at best...",2,,,4,,,,4
,116,R2,Shaido Aiel,Troop,Aiel,Dark Nature,"May only be recruited by a Villain player.  This troop gains +2 Combat if you control a Car'a'carn.  During the Ready Round, remove 1 damage from this troop.",Throw every last spear agaisnt them…,,,,7,,,,4
,125,U,Taardad Aiel,Troop,Aiel,Light Nature,"If you control Rhuarc, and he is participating in the same challenge as this troop, this troop additionally generates a number of [Damage] symbols equal to the [Damage] rolled by Rhuarc, when it rolls its dice.","An army on the march, and still growing.",,,,6,,,,3
,74,R2,Lian,Character,Aiel,"Light Nature,Roofmistress of Cold Rocks Hold,Taardad Aiel","May only be recruited by a Hero player.  Cannot participate in challenges.  Lian additionally generates [Politics] when she rolls her dice.  If there are 10 or more total Pattern in the game, you may recruit Rhuarc as if your Pattern were 5 higher.  Lian may pay [2x Politics] to generate [Intrigue] or [Combat].","For the Chief of Chiefs, there is ever water and shade at Cold Rocks.",3,,,,3,,,
,45,U,Enaila,Character,Aiel,"Maiden of the Spear,Chareen Aiel","You must control Maidens of the Spear or Ji'e'toh to recruit this character.  Symbols generated by this character may not be used to recruit.  If you control 6 or more Maiden of the Spear characters, all Maiden of the Spear characters you control roll an additional Combat die when they roll their dice while participating in a challenge with Enaila.",Who would have expected a woman to go up like oil thrown on a fire…,,,,3,,,,2
,73,U,Liah,Character,Aiel,"Maiden of the Spear,Chareen Aiel","You must control Maidens of the Spear or Ji'e'toh to recruit this character.  Symbols generated by this character may not be used to recruit.  While participating in a non-Last Battle challenge, rotate and kill Liah to generate a number of [Support] [Opposition] in the challenge equal to the number of Maiden of the Spear characters you control (not including Liah) participating in the same challenge.","Liah, he whispered.  And balefire lept from his hand.",,1,,3,,1,,1
,68,U,Jolien,Character,Aiel,"Maiden of the Spear,Nakai Aiel","You must control Maidens of the Spear or Ji'e'toh to recruit this character.  Symbols generated by this character may not be used to recruit.  When you recruit Jolien, you may search your deck for an Aiel troop and place it in your hand.",…a blue-eyed woman with red-gold hair nearly the color of Elayne's.,,,,3,,1,,2
,38,U,Desora,Character,Aiel,"Maiden of the Spear,Reyn Aiel","Symbols generated by this character may not be used to recruit.  Shuffle this card from your hand into your deck to search your deck for a Maiden of the Spear, and place her in your hand.  When this character is placed in a killed pile, she is instead placed in her owner's discard pile.","The Maidens, in a wide circle around them, made no sound in their soft boots…",,,,3,,,,2
,95,R2,Nandera,Character,Aiel,"Maiden of the Spear,Taardad Aiel",You must control Maidens of the Spear or Ji'e'toh to recruit this character.  All Far Dareis Mai troops you control permanently gain the trait Multiple and roll an additional Combat die when they roll their dice while participating in a challenge with Nandera.,"When we wed the spear, we pledge to be bound to no man or child.",1,1,,3,1,,,2
,81,U,Maira,Character,Aiel,"Maiden of the Spear,Tomanelle Aiel",You must control Maidens of the Spear or Ji'e'toh to recruit this character.  Symbols generated by this character may not be used to recruit.  Rotate 2 Maiden of the Spear characters you control participating in the same challenge to target a non-starting character or troop participating in that challenge.  The target is rotated for no effect.,Aiel women who did not want hearth and children had their own warrior society...,,,,3,,,,2
,3,C,Aiel Invaders,Troop,Aiel,Multiple,"This troop may participate in any nation contested advantage as if it had the appropriate allegiance, but all [Support] generated by this troop are negated while doing so.","Each carried three or four short, long-bladed spears and a round bull-hide buckler.",,,,4,,,,2
,113,C,Sept Warrior,Character,Aiel,Multiple,"Ability symbols rolled by this character are ignored.  As a limited event, rotate to add [Combat] to your pool.  This symbol has the Aiel allegiance, and may only be used to recruit.",Each clan is made up of many septs … with no set number for the septs that comprise a clan.,,,,3,,,,2
,90,C,Mera'din,Troop,Aiel,"Multiple,Dark Nature","May only be recruited by a Villain player.  While participating in a challenge against an Aiel character or troop controlled by a Hero player, this troop additionally generates [2x Damage] when it rolls its dice.","These men called themselves Mera'din: the Brotherless, a fitting name.",,,,4,,1,,1
,119,C,Siswai'aman,Troop,Aiel,"Multiple,Light Nature",May only be recruited by a Hero player.  This troop has no cost and gains +1 Combat if you control a Car'a'carn.,"Siswai'aman.  Literally, the spear of the Dragon.",,,,4,,,,2
,148,U,Urien,Character,Aiel,"Red Shield,Reyn Aiel",Urien gains +1 Combat if you control a Car'a'carn.,"My name is Urien, of the Two Spires sept of the Reyn Aiel.  I am a Red Shield.  Remember me.",,,,3,,,,2
,84,U,Mangin,Character,Aiel,"Stone Dog,Taardad Aiel",Ability symbols generated by this character may not be used to recruit.  Mangin gains +1 Combat while participating in a challenge with a Car'a'carn and/or Clan Chief.  Mangin additionally generates [Damage] when he rolls his dice while participating in a challenge against a character or troop with the Cairhien allegiance.,…had a sense of humor much like Mat's…,,,,3,,,,1
,11,R2,Aviendha Apprenticed,Character,Aiel,Wise One,"Replace Aviendha; she permanently loses the Maiden of the Spear trait.  When you play this card, search your deck for a Light Nature Wise One, and place her in your hand.  The first time this character rolls [One Power], she permanently gains +1 One Power.  Shuffle this card from your hand into your deck to search your deck for Aviendha, and place her in your hand.","I have much to learn yet, of being a Wise One…",1,1,1,3,,,,
,122,R2,Sorilea,Character,Aiel,"Wise One,Chareen Aiel,Light Nature","May only be recruited by a Hero player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  Once per turn, you may rotate an Aes Sedai character with a printed One Power ability of 1 or 2 for no effect.",The Wise One of Shende Hold had thin white hair and a face like leather drawn tight over her skull.,3,3,1,,2,2,,
,89,R2,Melaine,Character,Aiel,"Wise One,Light Nature,Dreamwalker,Goshien Aiel",Melaine additionally generate [Politics] [Intrigue] when she rolls her dice.,The Three-fold Land is no place for coddling.,1,1,2,,2,2,,
,112,R2,Seana,Character,Aiel,"Wise One,Light Nature,Dreamwalker,Nakai Aiel","Only symbols generated by a Wise One may be used to recruit this character.  Rotate Seana and name a card.  The first time a copy of that card is played this turn by an opponent, move a neutral Pattern token to your section of the Pattern (if possible).","There is no one set path to the future.  The Pattern makes the finest lace look coarse woven sacking, or tangled string.",2,2,,,3,,,
,25,U,Chaelin,Character,Aiel,"Wise One,Miagoma Aiel,Light Nature",You must control Sweat Tents or Ji'e'toh to recruit this character.  Chaelin gains +1 Politics and Intrigue for every other 3 Wise One characters you control.,…stood among a delegation of Wise Ones…,2,1,2,,2,1,,
,30,U,Colinda,Character,Aiel,"Wise One,Shaarad Aiel,Light Nature",You must control Sweat Tents or Ji'e'toh to recruit this character.,"…Colinda, a lean woman with penetrating gray eyes who looked short of her middle years yet had almost as strong a presence as Sorilea.",3,2,1,,2,1,,
,93,U,Modarra,Character,Aiel,"Wise One,Shaido Aiel","May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  When recruiting an Aiel troop, you may pay [Politics] with the Aiel allegiance from your pool instead of [Combat] for any of the troop's cost.","Only Modarra showed concern, but then, she would have tried to settle a dispute between treekillers.",3,2,1,,3,,,
,140,U,Therava,Character,Aiel,"Wise One,Shaido Aiel","May only be played by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  When you initiate and win a card-based challenge, you may search your deck for the first Shaido Wise One and place her in your hand.","Therava was not the tallest of the women by at least a head, yet she loomed taller than most men, staring down with a hawk's eyes…",2,2,2,,,,2,
,143,U,Tion,Character,Aiel,"Wise One,Shaido Aiel",May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  All Shaido Wise One characters you control gain +1 Intrigue while participating in challenges.,"Her round face often appeared placid, but thinking her so was a mistake.",2,1,1,,1,2,,
,4,U,Alarys,Character,Aiel,"Wise One,Shaido Aiel,Dark Nature",May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  Shuffle this card from your hand into your deck to search for any Shaido Wise One and place her in your hand.,"…they were quickly joined by Alarys, even now toying with her black hair to draw attention to it.",1,1,1,,,,1,
,16,U,Belinde,Character,Aiel,"Wise One,Shaido Aiel,Dark Nature",You must control Sweat Tents or Ji'e'toh to recruit this character.,No Wise One would allow any but another Wise One to see her out of countenance.,1,2,1,,1,1,,
,88,U,Meira,Character,Aiel,"Wise One,Shaido Aiel,Dark Nature",May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  Your hand size is increased by +2 while Meira is the target of a character advantage.,Meira could find the dark side of the noonday sun.,2,2,1,,1,1,,
,109,U,Rhiale,Character,Aiel,"Wise One,Shaido Aiel,Dark Nature","May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  At the start of the Last Battle, you may search yoru deck for a Mera'din and place it directly into play under your control for no cost.","At least her contrariness extended to the others, too.",2,2,1,,2,1,,
,121,R2,Someryn,Character,Aiel,"Wise One,Shaido Aiel,Dark Nature","May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  When this character rolls her dice, she additionally generates [One Power].  This symbol may not be used to recruit.",Someryn prided herself that she had never encountered a woman near as strong as she.,1,2,2,,1,2,1,
,114,R2,Sevanna,Character,Aiel,"Wise One,Shaido Aiel,Roofmistress of Comarda Hold,Dark Nature","May only be recruited by a Villain player.  During a non-Last Battle challenge, Sevanna may convert any [Politics] she generated into [Damage].  All Shaido Aiel troops you control permanently gain the trait Multiple.  Wise One characters you control gain +1 Politics while participating in challenges with Sevanna.",…she tried to dominate the ledge by force of will.,3,3,,,2,2,,
,44,U,Edarra,Character,Aiel,"Wise One,Shiande Aiel,Light Nature","You must control Sweat Tents or Ji'e'toh to recruit this character.  When you recruit this character, search your deck for an advantage of your choice and place it in your hand.","A Wise One can go anywhere safely, into any hold…",2,2,2,,3,,1,
,26,U,Chareen Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Erim.  Once per turn, while participating in a challenge, target a non-contested advantage.  If the target was rotated this turn, it does not ready next turn.","…turned to face them across a few hundred paces, still veiled, still singing.",,,,6,,,,3
,29,U,Codarra Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Indirian.  If an opponent converted 1 or more Pattern this turn to reduce cost of a character or troop, this troop gains +1 Combat (permanently).","The spears encircled the wagons, pressed in on them, showered arrows toward them…",,,,6,,,,3
,36,U,Daryne Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Mandelain.  If this is the only troop you control participating in a challenge, it cannot be assigned damage, and any [Damage] generated by it is negated.",,,,,,,,,
,53,U,Goshien Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Bael.  Whenever an opponent shuffles his deck, remove up to 4 damage from this troop.",Only in battle songs and laments for the dead did an Aielman sing once he had taken up the spear.,,,,6,,,,3
,91,U,Miagoma Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Timolan.  While participating in a challenge, if no opponent has troops participating in the challenge, all [Damage] rolled by this troop are converted into character damage.","There were Aiel all around, hundreds it seemed, a great noose closing in.",,,,6,,,,3
,94,U,Nakai Aiel,Troop,Aiel,,The cost to recruit this troop is increased by [3x Combat] if you do not control Bruan.  This troop gains +1 Combat for each Advantage which targets it.,"…another band was approaching at a run, trailing dust for their pace…",,,,6,,,,3
,108,U,Reyn Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Dhearic.   While participating in a challenge, if any opponent has more troops participating in the same challenge than you do, this troop additionally generates [2x Support] [2x Opposition] when it rolls its dice.","In moments there were black-veiled Aiel everywhere, and chaos.",,,,6,,,,3
,115,U,Shaarad Aiel,Troop,Aiel,,The cost to recruit this troop is increased by [3x Combat] if you do not control Jheran.  This troop gains +2 Combat while any opponent has more tokens on his section of the Pattern than you.,…sent a screen of algai'd'siswai toward the crests of the surrounding hills while everyone else remained concealed below.,,,,6,,,,3
,117,U,Shiande Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Janwin.  While participating in a target challenge, if any opponent provides support or opposition to the challenge during the Action Round, this troop additionally generates [Support] [Opposition] [Damage] when it rolls its dice.","Up the slope they followed him, men and Maidens, nearly a thousand strong…",,,,6,,,,3
,145,U,Tomanelle Aiel,Troop,Aiel,,"The cost to recruit this troop is increased by [3x Combat] if you do not control Han.  If this troop participated in a challenge this turn, and an opponent placed 2 or more troops in his killed pile, this troop gains +1 Combat (permanently).",It is time for the pipers to play the dance.,,,,6,,,,3
,86,U,Martyn Tallanvor,Character,Andor,Light Nature,"If you control Morgase Trakand, there is no cost to recruit this character.  You may recruit Morgase Trakand as if your Pattern were 2 higher.  Shuffle this card from your hand into your deck to search your deck for Morgase Trakand and place her in your hand.",I am a man who has given his life in service to his queen.,,2,,3,,1,,1
,7,C,Andoran Reserves,Troop,Andor,,"If an Andor troop you control was killed last turn, you may recruit this troop for no cost.  Rotate an Andor Lord or Andor Lady you control to allow this troop to roll an additional Combat die when it rolls its dice this turn.","Then came the banners of Caemlyn, white lions on red, borne by mounted men, followed by soldiers of Caemlyn...",,,,4,,,,2
,21,C,Cairhien Vanguard,Troop,Cairhien,Multiple,"May not participate in card-based challenges initiated by an opponent.  While participating in a non-Pattern challenge, this troop additionally generates [Support] [Opposition] [Damage] [Combat] when it rolls its dice.","Though lords commanded and led soldiers in Cairhien, they did not shave their heads and become soldiers.  Or had not.",,,,3,,,,1
,70,U,Lady Caraline,Character,Cairhien,,"Lady Caraline gains +1 to all printed abilities if no player controls the Cairhien nation contested advantage.  If you control High Lord Darlin Sisnera, there is no cost to recruit this character.  You may shuffle this card from your hand into your deck to search your deck for High Lord Darlin Sisnera, and place him in your hand.",...I am not sure I can accept you in Cairhien...,2,2,,,1,2,,
,10,R2,Ashandarei,Advantage,Character,Weapon,"Target Mat.  He gains +1 Politics and Combat.  If you did not reroll any of Mat's dice, he additionally generates a [Damage] for each [Damage] he rolled.  At the end of a turn, if you did not reroll any of Mat's dice, remove a damage token from him.  Shuffle this card from your hand into your deck to search your deck for Mat Cauthon and place him in your hand.",Thus is our treaty written; thus is agreement made.  Thought is the arrow of time; memory never fades.  What was asked was given.  The price is paid.,,,,,,,,
,55,R2,Half-moon Axe,Advantage,Character,Weapon,"Target Perrin.  He gains +1 Combat and an additional +1 Combat while participating in challenges.  As a limited event, rotate ths card to remove a damage token from Perrin.  While participating in a challenge against 1 or more Monster troops, you may place up to 2 damage on a Monster troop participating in that challenge when Perring rolls his dice.  Shuffle this card from your hand into your deck to search your deck for Perrin Aybara, and place him in your hand.",A broad half-moon blade on one side of the head and a curved spike on the other...,,,,,,,,
,1,U,A Crown of Swords,Advantage,Character,,Reveal an Illian character and troop from your hand to play this card. Target the Dragon Reborn.  He gains +1 Politics and the Illian allegiance.  Immediately discard this card if you control a non-starting character or troop which has an allegiance other than Illian.  All Council of Nine characters you control roll an additional die for each ability when they roll that ability.,"…a heavy gold circlet, two inches wide, of laurel leaves, almost buried among the laurel leaves of the crown were the sharp points of swords.",,,,,,,,
,12,R2,Ba'alzamon,Advantage,Character,,"Target Ishamael if he is your starting character: he gains +1 One Power.  Symbols generated by Ishamael have all allegiances when used to recruit Dark Nature characters and troops.  As a limited event, discard this card from play to rotate up to 4 troops for no effect.","Slowly the shadow descended, resolving into Ba'alzamon, clothed in dead black … yet even that was not so dark as the shadow that clung to him.",,,,,,,,
,19,R2,Caddar,Advantage,Character,,Target Sammael if he is your starting character: he gains +1 Intrigue.  Ability symbols generated by Sammael may be used to recruit Aiel characters and troops as if he had the Aiel allegiance.  Sammael additionally generates [One Power] when he rolls his dice.  This symbol may only be used to recruit a Shaido Wise One.,"It was Caddar, in a nearly black coat, with lace at his neck and wrists.",,,,,,,,
,35,R2,Dark Disguises,Advantage,Character,,"Target your starting Forsaken.  When you play this card, search your deck for 2 character advantages, reveal them to all players, and place them in your hand.  One of the two character advantages must have the word 'gains' and the name of your starting Forsaken in its effect text.  The turn you play this card, draw 1 less card during the Draw Round.","My pride is strong enough to support a little fat, when it must.",,,,,,,,
,52,C,Gai'shain,Advantage,Character,,"Target a character you control with only the Aiel allegiance.  As a limited event, rotate this card to remove a point of damage from an Aiel card you control.  While in play, you may shuffle this card back into your deck, or discard it to reduce the cost of the next Aiel characer or troop you recruit by an ability symbol of your choice.  (This reduction comes after all multipliers.)",…men and women alike graceful in cowled white robe…,,,,,1,,,
,69,R2,Lady Basene,Advantage,Character,,Target Graendal if she is your starting character: she gains +1 Intrigue.  Any troop you recruit gains the Dark One allegiance.  Graendal is considered to have all allegiances for the purpose of challenge participation.,"Her skin became coppery but dull, her hair and eyes dark but flat; she appeared gaunt and frail, a once-beautiful Domani woman slowly losing a battle against illness.",,,,,,,,
,82,C,Mandarb,Advantage,Character,,"Target Faile or Lan Mandragoran.  If this targets Lan Mandragoran, he gains +1 Combat and Reinforcement.  If this targets Faile, she gains +1 Intrigue and when played you may immediately search your deck for a Concealed Dagger and play it on Faile for no cost.  Shuffle this card from your hand into your deck to search your deck for Lan Mandragoran, place him in your hand, and you may recruit him this turn as if he had the Dragon allegiance.",You see that black stallion?  His name is Mandarb.,,,,,,,,
,129,C,The Bleakness,Advantage,Character,,"Target your starting Forsaken.  Ability symbols generated by the target may be used to recruit characters and troops as if they had the Aiel allegiance.  If you control no characters and troops other than your starting character, the cost of the next Aiel character you recruit is reduced by 2 ability symbols of your choice.  (This reduction comes after all multipliers.)","I do not think they know where they are running to, only what they are running from.",,,,,,,,
,130,U,The Chosen,Advantage,Character,,Target a Forsaken you control.  He gains +1 One Power for each 6 tokens on your section of the Pattern.,Now we have awakened in a world where we should stand so far above ordinary mortals as to be another species…,,,,,,2,,
,131,R2,The Dragon Scepter,Advantage,Character,,"Target the Dragon Reborn.  Rotate this card and choose an allegiance.  Symbols generated this turn by the Dragon Reborn have the chosen allegiance.  Immediately after the Dragon Reborn rolls his dice during the Action Round, rotate and discard this card to negate all ability symbols he rolled and reduce the cost of the next character or troop you recruit this turn by 3 abiltiy symbols of your choice.  Ta'veren may use their Politics in the last Battle.","A good idea to keep it for remembrance, if not as a scepter.",,,,,,,,
,149,U,Voices of the Dead,Advantage,Character,,"Target your Dragon Reborn.  Rotate this card and roll 3 One Power dice.  The Dragon Reborn generates a [One Power] for each [One Power] you rolled and he may not rotate next turn, other than to heal.","We could work together, Lews Therin.",,,,,,,,
,9,R2,Army of the Light,Troop,Children of the Light,"Multiple,Reinforcement","If you do not shuffle an undamaged Children of the Light troop you control back to its owner's deck when you recruit this troop, kill it immediately.",How soon will your legions ride?,,,,6,,2,,1
,99,U,Omerna,Character,Children of the Light,,"Rotate Omerna, name a card, and target an opponent.  The target must reveal a random card from his hand to you.  If the card revealed matches the card named, it is placed in its owner's discard pile.  If the card does not match, it is returned to its owner's hand, and Omerna does not ready next turn.","His dark eyes seemed more than capable of surveying the harshest battlefield undismayed, as indeed they had.",1,,,3,1,,,2
,111,R1,Sammael (II),Character,Dark One,Forsaken,Only ability symbols generated by a Forsaken may be used to recruit this character.  Symbols generated by this character may not be used to recruit.  Discard 4 cards from your hand to move a neutral Pattern token to your section of the Pattern.  Discard this card from your hand to reduce the cost of the next Forsaken you recruit this turn by an ability symbol of your choice.,"Sammael was compact, solid and larger seeming than he truly was…",1,1,4,3,,,4,
,50,U,Forces of Evil,Troop,Dark One,Monster,"There is no cost to recruit this troop.  If you do not shuffle 3 undamaged Monster troops you control back into their owner's deck when you recruit this troop, kill it immediately.","Fades in hundreds rode across the front of the horde, the fierce, muzzled faces of Trollocs turning away in fear as they passed, huge bodies pulling back to make way.",,,,9,,,,
,146,R2,Trolloc Army,Troop,Dark One,Monster,The cost to recruit this troop is reduced by [Combat] if you control 3 or more Monster characters and/or troops.,"Fades moved among them all, nightblack cloaks hanging still…",,,,7,,,,4
,98,R2,Nightrunner,Character,Dark One,"Monster,Multiple,Myrddraal,Reinforcement","Symbols generated by this character may not be used to recruit characters.  If this character has less than 4 damage, you may pay [2x Combat] from your pool to return Nightrunner from play to its owner's hand.","The Myrddraal's blade flickered like a serpent's tongue, darted like black lightning.",,,,4,,2,,2
,31,C,Collaborators,Troop,Dark One,"Multiple,Dark Nature","Once per turn, you may target a troop you control.  The target may participate in challenges with Monster cards this turn.  Shuffle this card from play back into its owner's deck to allow all characters and troops you control to participate in challenges with monster cards this turn.","Some of the men wore bits of armor - a battered helmet, or a dented breastplate, or a jerkin sewn all over with metal scales - but most wore only coats.",,,,3,,,1,
,147,R2,Trolloc Champion,Character,Dark One,"Multiple,Monster",The number of tokens on your section of the Pattern is considered to be 2 higher for the purposes of recruiting Dark One characters and participating in challenges.,Suddenly one pointed to Rand and raised a howl the rest answered as they charged.,,,,2,,1,,1
,14,R2,Balthamel,Character,Dark One,"Starting Villain,Forsaken","Cannot be the target of a Weapon advantage.  If he is at your homefront, Balthamel generates [One Power] for each Pattern you convert to reduce the cost of a character or troop.  Balthamel additionally generates [2x Damage] when he rolls his dice.  During a challenge, damage generated by Balthamel must be assigned to a Dragon or Aes Sedai card, if possible.","Balthamel tossed Nynaeve aside like a rag, and like a crumpled rag she fell, eyes staring, limp as if all her bones had melted.",,2,4,1,,,,
,48,R2,Fifth Squadron,Troop,Dragon,Band of the Red Hand,This troop gains +1 Combat for every 3 Band of the Red Hand troops you control.  Shuffle this card from your hand into your deck to search your deck for a non-Fifth Squadron Band of the Red Hand troop and place it in your hand.,"Daerid had formed the hedgehog, spiny thickets of pikes four deep interspersed with bowmen to make a large hollow square.",,,,3,1,,,1
,120,R2,Sixth Squadron,Troop,Dragon,Band of the Red Hand,"This troop gains +1 Combat for every 3 Band of the Red Hand troops you control.  As a limited event, shuffle a Band of the Red Hand troop from your hand into your deck to remove up to 2 damage from a Band of the Red Hand troop you control.","The Band's red fringed banner led the way, a red hand on white, the Band's motto crimson-embroidered below.",,,,3,1,,,1
,51,R2,Fourth Squadron,Troop,Dragon,"Multiple,Band of the Red Hand",This troop gains +1 Combat for every 6 Band of the Red Hand troops you control.  This troop rolls 2 additional Combat dice when it rolls its Combat dice.  Discard this troop if you control a troop which does not have the Dragon or Mercenary allegiance.,"…the Cairhienin formed into one long line to either side of him, facing upslope.",,,,1,1,,,
,126,R1,Tam al'Thor,Character,Dragon,"Reinforcement,Two Rivers","This character has no cost and is recruited into the battleground.  Tam al'Thor's abilities cannot be increased, and he may only reinforce a challenge in which a Ta'veren you control is participating.  At the start of the Draw Round (before the Discard the Dead phase) if Tam al'Thor has less than 4 damage, shuffle this card back into its owner's deck.  Discard this card from your hand to give the Dragon Reborn +1 to all printed abilities until the end of the turn.",…there was a solidness to him…,,,,4,,,,
,104,R2,Rand al'Thor (IX),Character,Dragon,"Starting Hero,Dragon Reborn,Ta'veren","Once per game, you may search your deck for a Heron-Marked Blade, and place it on the Dragon Reborn for no cost.  This character may not be replaced.","… he could forget himself in the dancelike flow from form to form, the practice sword alive in his hands…",,,3,4,,,,
,105,R2,Rand al'Thor (X),Character,Dragon,"Starting Hero,Dragon Reborn,Ta'veren","The first time the Dragon Reborn rolls [2x One Power], he permanently gains +1 One Power.  You  may begin the game with an extra card in your starting hand (you must still conform to  all other starting hand restrictions).  This character may not be replaced unless there are 10 or more total Pattern in the game.","By my honor and the Light, my life will be a dagger for Sightblinder's heart.",1,1,2,1,,,,
